485,626,1101,1151,3014,2483,1681,,,Builtup,429.1773117,539.8331745,862.9828408,962.9199237,2508.248808,2276.92469,1814.659676
299,362,671,711,3219,2438,1428,,,Water,344.9780078,468.7347995,872.8887451,846.0698577,893.9844761,512.0452781,342.8745149
431,540,876,1041,2826,2503,1746,,,Rice,204.2753138,285.0242678,668.060251,519.4468619,3106.593305,1542.423431,778.5556485
426,541,868,1025,2756,2460,1716,,,Agriculture,261.6895973,339.4815436,692.8993289,620.8909396,3127.152685,1912.630872,1070.075503
281,340,649,668,3264,2444,1445,,,Tree,230.7741117,303.606599,669.0786802,547.5,3174.895939,2020.365482,1066.081218
604,689,1126,1384,3420,3137,2135,,,Grass,135.8314945,185.2567703,461.8976931,300.2407222,3143.169509,1690.975928,779.5857573
609,747,1250,1367,2738,3373,2992,,,Bareland,580.4,707.0266667,1149.826667,1349.52,2550.6,2531.013333,1795.08
294,395,594,693,1235,1325,1087,,,,,,,,,,
250,334,696,528,3923,2111,1161,,,,Aerosol,Blue,Green,Red,Nir,Swir1,Swir2
642,834,1431,1505,887,688,659,,NDVI,Builtup,0.445189792,,,,,,
900,1070,1709,2226,3128,3344,2552,,,Water,0.027536277,,,,,,
334,480,721,810,2808,2760,2466,,,Rice,0.71349084,,,,,,
318,397,816,711,3117,2286,1253,,,Agriculture,0.668685319,,,,,,
305,419,712,697,2884,2207,1349,,,Tree,0.705834624,,,,,,
459,603,975,1071,3174,2415,1542,,,Grass,0.825614317,,,,,,
502,626,972,1192,2537,2678,2077,,,Bareland,0.307959755,,,,,,
483,628,1032,1134,1791,1618,1366,,,,,,,,,,
315,415,769,758,2911,2334,1605,,,,,,,,,,
461,588,1039,1094,2899,2530,1920,,,,,,,,,,
331,438,699,771,3104,2554,1735,,,,,,,,,,
341,426,747,747,2884,2304,1561,,,,,,,,,,
416,490,819,1013,3231,2581,1608,,,,,,,,,,
701,864,1276,1622,2910,3461,2833,,,,,,,,,,
254,353,646,616,2749,1816,1074,,,,,,,,,,
320,405,659,719,2803,2108,1369,,,,,,,,,,
322,417,830,781,3006,2137,1210,,,,,,,,,,
625,722,1161,1370,2833,3111,2367,,,,,,,,,,
314,385,728,724,3114,2215,1320,,,,,,,,,,
342,408,667,818,2377,2224,1511,,,,,,,,,,
421,549,987,981,2789,2888,2338,,,,,,,,,,
371,440,789,871,2880,2535,1695,,,,,,,,,,
276,353,695,628,2976,2288,1364,,,,,,,,,,
355,502,899,1134,2361,2420,1978,,,,,,,,,,
355,434,877,860,3379,2479,1623,,,,,,,,,,
437,521,890,972,2695,1938,1283,,,,,,,,,,
400,630,1005,1288,2743,2701,2153,,,,,,,,,,
375,439,711,862,2579,2527,2093,,,,,,,,,,
221,309,644,729,2787,2163,1507,,,,,,,,,,
409,511,820,919,3008,2631,1797,,,,,,,,,,
354,437,708,868,2479,2359,1960,,,,,,,,,,
385,464,740,898,2732,2089,1287,,,,,,,,,,
406,521,934,996,2404,2140,1626,,,,,,,,,,
402,530,907,934,2829,2382,1464,,,,,,,,,,
425,512,918,985,3116,2681,1855,,,,,,,,,,
339,431,766,774,3131,2299,1518,,,,,,,,,,
781,1066,1576,1785,3355,3884,3333,,,,,,,,,,
387,488,825,874,3045,2262,1532,,,,,,,,,,
443,519,868,1022,2563,2770,1917,,,,,,,,,,
634,738,1174,1549,2890,4071,4980,,,,,,,,,,
252,372,647,750,2591,2199,1590,,,,,,,,,,
375,468,787,911,2712,2442,1846,,,,,,,,,,
276,344,716,645,2902,2157,1471,,,,,,,,,,
371,515,894,1120,2396,2662,2112,,,,,,,,,,
523,628,963,1168,2132,1853,1327,,,,,,,,,,
272,358,715,827,3143,2217,1563,,,,,,,,,,
290,359,630,711,2672,2103,1419,,,,,,,,,,
392,450,754,894,2620,2624,1912,,,,,,,,,,
375,509,859,1064,2920,2837,2853,,,,,,,,,,
253,339,645,602,2973,2340,1649,,,,,,,,,,
276,412,713,832,2520,2446,1808,,,,,,,,,,
322,436,748,739,2928,2188,1370,,,,,,,,,,
291,424,774,682,3188,2835,2490,,,,,,,,,,
329,407,699,821,2375,2535,2061,,,,,,,,,,
166,233,575,486,3200,1996,1061,,,,,,,,,,
349,496,824,997,2915,2433,1790,,,,,,,,,,
663,801,1200,1503,3414,2711,2114,,,,,,,,,,
322,431,732,745,2798,2447,1933,,,,,,,,,,
300,424,769,700,2982,2084,1243,,,,,,,,,,
279,366,712,648,3099,1976,1189,,,,,,,,,,
347,438,738,800,2780,2263,1583,,,,,,,,,,
346,498,813,947,2645,2752,2381,,,,,,,,,,
419,522,968,1024,3274,2481,1693,,,,,,,,,,
744,950,1521,1696,2948,3993,3522,,,,,,,,,,
551,717,1050,1318,2563,2615,2236,,,,,,,,,,
519,685,1128,1192,2301,2686,2300,,,,,,,,,,
291,411,738,817,3049,2358,1616,,,,,,,,,,
424,540,938,1011,3189,2492,1805,,,,,,,,,,
370,467,804,842,2523,2281,1453,,,,,,,,,,
455,557,886,1072,2262,2591,2165,,,,,,,,,,
308,381,705,702,2472,2063,1656,,,,,,,,,,
406,533,879,924,2861,3158,2668,,,,,,,,,,
630,817,1364,1422,2605,2722,2081,,,,,,,,,,
372,476,790,951,2910,2433,1805,,,,,,,,,,
323,386,673,745,2908,2143,1458,,,,,,,,,,
248,362,640,669,2838,2312,1502,,,,,,,,,,
480,554,793,1089,2187,2503,2214,,,,,,,,,,
426,562,883,978,1675,1529,1242,,,,,,,,,,
666,872,1347,1489,2168,2128,1798,,,,,,,,,,
417,560,836,1058,2565,2480,1817,,,,,,,,,,
300,382,619,688,2779,2226,1518,,,,,,,,,,
490,629,1006,1126,1967,2130,1557,,,,,,,,,,
487,586,906,1130,2644,2637,2338,,,,,,,,,,
323,413,758,842,2939,2317,1578,,,,,,,,,,
353,455,859,906,2891,2355,1578,,,,,,,,,,
375,460,886,959,3132,2453,1698,,,,,,,,,,
578,703,1018,1287,2396,2426,1969,,,,,,,,,,
391,473,741,899,2333,2318,1864,,,,,,,,,,
320,419,737,797,2309,1903,1424,,,,,,,,,,
477,615,1055,1097,2434,2127,1620,,,,,,,,,,
348,439,851,885,2704,2265,1558,,,,,,,,,,
463,593,879,1050,2158,2378,2006,,,,,,,,,,
483,561,816,1089,2175,2582,2308,,,,,,,,,,
260,362,645,666,2238,1775,1112,,,,,,,,,,
274,331,622,640,2825,2148,1350,,,,,,,,,,
433,523,886,991,2358,2266,1855,,,,,,,,,,
440,560,839,1005,2449,2666,2468,,,,,,,,,,
489,575,922,1110,2652,2435,1823,,,,,,,,,,
