244,307,622,611,3424,1930,950,,,Builtup,485.0514776,607.5023832,958.9675882,1058.388942,2688.839847,2313.903718,1780.443279
268,345,655,653,3276,2084,1123,,,Water,452.9586028,584.0401035,1001.85511,1024.822768,1409.307891,1015.624838,753.1371281
469,618,1097,1140,2884,2122,1370,,,Rice,445.6334728,560.8769874,958.7046025,1018.993305,2283.921339,1387.009205,841.9481172
337,436,788,825,2800,2217,1562,,,Agriculture,388.5604027,483.0520134,868.9832215,842.9228188,3368.246644,2132.758389,1260.206376
221,300,603,541,3519,2091,1108,,,Tree,309.964467,390.8375635,771.784264,662.5279188,3422.428934,2090.878173,1113.13198
395,471,849,925,3288,2936,1873,,,Grass,259.55667,313.0892678,607.9348044,452.0692076,3384.429288,1734.396189,827.1544634
776,936,1513,1747,3139,4133,3625,,,Bareland,573.9066667,697.2266667,1134.586667,1296.84,2874,2531.853333,1718.64
705,918,1602,1618,2242,2262,1584,,,,,,,,,,
284,412,776,607,4190,2118,1217,,,,Aerosol,Blue,Green,Red,Nir,Swir1,Swir2
606,789,1276,1432,1176,686,618,,NDVI,Builtup,0.435108449,,,,,,
907,1078,1605,2105,3154,3418,2666,,,Water,0.157955828,,,,,,
340,456,757,828,2906,2593,2038,,,Rice,0.382973274,,,,,,
363,449,890,815,3068,2100,1188,,,Agriculture,0.59967281,,,,,,
410,539,897,936,3156,2520,1472,,,Tree,0.6756255,,,,,,
225,338,697,552,3083,2131,1151,,,Grass,0.764332394,,,,,,
455,584,937,1093,2602,2615,1969,,,Bareland,0.378139655,,,,,,
532,740,1112,1254,1900,1674,1365,,,,,,,,,,
351,459,857,848,2900,2285,1546,,,,,,,,,,
321,439,795,780,2841,2050,1338,,,,,,,,,,
329,431,774,771,3149,2347,1517,,,,,,,,,,
380,472,790,843,2993,2325,1520,,,,,,,,,,
295,368,672,685,3461,2467,1424,,,,,,,,,,
777,951,1663,2363,3364,3773,2728,,,,,,,,,,
285,368,750,691,2538,1693,1006,,,,,,,,,,
340,424,722,768,2899,2116,1358,,,,,,,,,,
384,505,934,931,2858,1859,1005,,,,,,,,,,
648,769,1204,1425,2955,2754,2039,,,,,,,,,,
507,593,987,1156,3089,2773,1880,,,,,,,,,,
343,421,722,828,2818,2168,1428,,,,,,,,,,
373,515,852,879,2720,2512,1906,,,,,,,,,,
337,447,775,802,2837,2221,1542,,,,,,,,,,
298,383,746,679,3137,2263,1329,,,,,,,,,,
301,451,802,980,2611,2537,2028,,,,,,,,,,
545,672,1152,1305,3076,2637,1854,,,,,,,,,,
220,289,557,521,2510,1524,895,,,,,,,,,,
330,498,858,1081,2632,2622,2051,,,,,,,,,,
443,542,826,1016,2672,2547,1881,,,,,,,,,,
213,298,677,713,3049,2139,1446,,,,,,,,,,
430,520,867,968,2821,2367,1510,,,,,,,,,,
374,465,755,921,2604,2492,1921,,,,,,,,,,
350,423,729,825,2903,2436,1598,,,,,,,,,,
372,481,847,925,1885,1841,1438,,,,,,,,,,
519,689,999,1204,2596,2452,1683,,,,,,,,,,
353,454,792,832,3093,2414,1603,,,,,,,,,,
454,568,956,1027,3149,2622,1914,,,,,,,,,,
1156,1536,2271,2633,3882,4227,3433,,,,,,,,,,
518,608,1088,1169,3084,2308,1536,,,,,,,,,,
508,593,955,1168,2758,3054,2156,,,,,,,,,,
419,531,861,1044,2596,2507,1965,,,,,,,,,,
304,435,743,902,2736,2278,1712,,,,,,,,,,
377,471,838,923,2945,2401,1695,,,,,,,,,,
295,393,808,708,3218,2038,1314,,,,,,,,,,
405,518,986,1229,2467,2699,2219,,,,,,,,,,
645,774,1253,1452,2817,2811,2159,,,,,,,,,,
385,503,932,1160,3184,2722,2398,,,,,,,,,,
359,453,746,878,2744,2275,1602,,,,,,,,,,
456,584,917,1037,2783,2358,1711,,,,,,,,,,
383,506,873,1095,2984,2892,2783,,,,,,,,,,
