389,488,836,932,3194,2543,1738,,,Builtup,406.1706387,505.4080076,803.6739752,863.435653,2530.988561,2166.64347,1648.738799
203,279,564,505,3407,1933,1158,,,Water,410.3311772,525.4915912,929.6390686,994.4359638,1243.340233,621.6584735,430.8861578
370,459,789,905,2724,2419,1810,,,Rice,269.8753138,363.9138075,700.4644351,652.2669456,2733.98159,1561.028452,859.539749
364,467,829,890,2727,2330,1645,,,Agriculture,303.5855705,389.9597315,728.2986577,698.5989933,3028.669463,1971.092282,1180.13255
197,273,585,489,3719,2123,1169,,,Tree,234.7335025,309.0989848,637.4416244,524.0964467,3254.939086,1914.911168,976.6903553
501,616,998,1157,3347,2921,2039,,,Grass,227.6328987,286.0100301,546.7141424,398.8084253,3400.389168,1657.541625,776.2818455
645,886,1316,1443,2642,3185,3089,,,Bareland,556.7066667,662.44,1043.68,1163.573333,2753.08,2438.506667,1655.666667
287,415,632,681,1718,1216,814,,,,,,,,,,
232,273,594,493,3455,2064,1139,,,,Aerosol,Blue,Green,Red,Nir,Swir1,Swir2
554,708,1186,1312,1240,915,783,,NDVI,Builtup,0.491262377,,,,,,
816,927,1435,1893,3296,3417,2768,,,Water,0.111228401,,,,,,
244,371,605,610,2769,2343,1824,,,Rice,0.614755421,,,,,,
421,515,955,927,2783,2026,1225,,,Agriculture,0.625141574,,,,,,
369,470,841,849,3348,2631,1717,,,Tree,0.722629522,,,,,,
446,530,987,1049,3478,2501,1635,,,Grass,0.790056497,,,,,,
409,512,897,990,2750,2323,1714,,,Bareland,0.405832871,,,,,,
373,498,837,889,1748,1485,1186,,,,,,,,,,
241,329,595,598,2008,1500,1014,,BSI,Builtup,-0.00104137,,,,,,
534,646,1113,1265,3338,3188,2593,,,Water,-0.045122811,,,,,,
288,413,678,684,3512,2588,1820,,,Rice,-0.166553987,,,,,,
308,351,656,678,3029,2190,1397,,,Agriculture,-0.123012237,,,,,,
288,365,696,672,3729,2241,1382,,,Tree,-0.187409944,,,,,,
519,651,1067,1220,3079,3627,2950,,,Grass,-0.283844737,,,,,,
219,311,630,543,3072,1710,924,,,Bareland,0.026584587,,,,,,
291,356,633,657,2732,2181,1470,,,,,,,,,,
217,299,624,549,2437,1436,775,,,,,,,,,,
685,792,1176,1481,3147,2734,1924,,,,,,,,,,
312,398,741,730,3304,2529,1662,,,,,,,,,,
288,354,584,695,2440,2036,1543,,,,,,,,,,
400,566,904,940,3345,2852,2201,,,,,,,,,,
279,363,682,672,3154,2440,1715,,,,,,,,,,
209,283,555,491,3319,1946,1043,,,,,,,,,,
239,330,648,794,2569,2043,1410,,,,,,,,,,
368,479,852,897,3318,2774,1816,,,,,,,,,,
193,258,492,455,2199,1289,813,,,,,,,,,,
287,398,749,951,2648,2359,1756,,,,,,,,,,
320,393,611,740,2314,2164,1600,,,,,,,,,,
156,209,528,542,3043,1871,1111,,,,,,,,,,
425,507,832,954,3043,2424,1532,,,,,,,,,,
306,408,674,763,2640,2401,1817,,,,,,,,,,
290,356,631,684,2618,1949,1279,,,,,,,,,,
292,388,747,739,2595,1413,992,,,,,,,,,,
453,568,882,1066,2355,2337,1708,,,,,,,,,,
421,497,805,971,2966,2593,1753,,,,,,,,,,
509,600,945,1139,2484,2734,2129,,,,,,,,,,
766,873,1312,1731,2486,3235,2423,,,,,,,,,,
521,628,979,1166,3440,2685,1783,,,,,,,,,,
412,499,872,950,2870,2985,2028,,,,,,,,,,
