193,277,519,505,1992,1470,840,32650,9302.1201,214123104,2.5631,0,32586,9354.2803,213172352,2.674,0,32327,9542.9199,209751328,2.5631,0,32438,9511.2803,210325760,2.6186,0,30886,10747.7197,188592368,2.674,0,31497,10254.4404,197112416,2.674,0,32111,9787,205378592,2.6186,0,17.64,800.1504,0.8001,793.8,12.6,0.7605,0.5648,-0.0006,17.64,800.1504,0.8001,793.8,12.6,0.7605,0.5648,-0.0006,18.36,774.9504,0.8001,768.8,12.4,0.7605,0.5648,-0.0004,17.84,793.2544,0.7001,779,12.68,1.5616,0.2864,-0.0021,20.32,708.6177,0.6001,715.64,12.36,2.0206,0.1488,-0.0041,19.32,742.1376,0.7201,744.36,12.36,1.5968,0.232,-0.0014,18.44,772.2464,0.7401,768.92,12.52,1.1613,0.4144,-0.0011
391,627,995,974,3534,2525,1648,1371,435.4,152557.7656,3.2189,0,1621,572.04,210761.4688,3.2189,0,1684,947.68,290249.8125,3.2189,0,1947,940.44,393530.875,3.2189,0,2283,3294.52,402182,3.1634,0,2424,2393.72,514154.7188,3.2189,0,1894,1489.96,385502.1875,3.2189,0,0.32,0.3776,0.876,0.44,0.28,0.8702,0.5936,0,0.68,0.9376,0.804,0.68,0.44,1.3168,0.3984,-0.6156,1.64,1.1904,0.684,0.92,0.68,1.8333,0.2192,-1.4352,1.24,1.6224,0.66,1.16,0.76,1.8768,0.2064,-2.1783,6,1.76,0.652,1.56,0.84,2.3413,0.1264,-3.229,4.16,1.8944,0.612,1.64,0.92,2.2967,0.1424,-5.6978,2.48,1.5296,0.64,1.2,0.8,2.1869,0.1328,-3.1545
468,589,1011,1130,2848,2543,1687,216,389.88,2497.2253,3.1634,0,286,501.84,3650.1343,3.2189,0,360,908.88,6581.7065,3.1634,0,502,950.6,13316.3994,3.1634,0,1606,3009.3201,153833.75,3.1634,0,1624,2120.8,154156.4844,3.2189,0,1124,1251.88,84280.2578,3.2189,0,0,0,1,0,0,0,1,0,0.36,0.2304,0.66,0.68,0.68,1.2675,0.3024,10.7713,1.32,0.2176,0.8,0.4,0.4,1.2505,0.3248,16.3072,1.24,0.1824,0.78,0.44,0.44,1.1332,0.3696,14.175,5.36,0.5504,0.732,0.92,0.6,1.7461,0.2128,0.2824,3.64,0.7104,0.664,0.96,0.72,1.7795,0.1904,1.0821,1.96,0.3584,0.656,0.88,0.72,1.7965,0.2,0.7829
386,517,880,935,2925,2269,1502,231,341.32,3896.2974,3.1634,0,241,457.56,4619.3662,3.2189,0,240,850.4,5113.3604,3.1634,0,531,833.6,20613.2793,3.1634,0,1767,2744.8401,202349,3.2189,0,1728,1909.4399,259260.8438,3.2189,0,1449,1206.04,172240.0469,3.2189,0,0,0,1,0,0,0,1,0,0.28,0.2016,0.74,0.52,0.52,1.2551,0.3088,10.7713,1.12,0.1056,0.84,0.32,0.32,0.8386,0.5168,31.1215,1.08,0.0736,0.86,0.28,0.28,0.7605,0.5648,30.1201,4.88,0.8256,0.704,0.88,0.64,1.8315,0.2128,0.1081,3.24,1.1424,0.712,0.96,0.64,2.1297,0.1744,-2.8577,1.8,0.8,0.696,0.8,0.64,2.1715,0.1296,-0.9321
299,394,687,720,3173,2317,1425,628,405.92,26836.5527,3.2189,0,635,523.44,24273.7656,3.1634,0,489,821.16,11521.8945,3.2189,0,548,856.64,14001.832,3.2189,0,995,3163.76,39898.5078,3.108,0,577,2413.5601,14077.4453,3.2189,0,461,1598.8,13570.7188,3.1634,0,0.12,0.1056,0.92,0.16,0.16,0.5296,0.7216,-3.2327,0.28,0.2016,0.82,0.36,0.36,1.0322,0.4336,2.8512,1.12,0.1056,0.88,0.24,0.24,0.7174,0.6064,29.1188,1.08,0.0736,0.92,0.16,0.16,0.5506,0.7184,27.1161,5.76,0.2624,0.74,0.52,0.52,1.3417,0.3056,1.0516,4.04,0.0384,0.888,0.32,0.24,0.6005,0.6672,5.2626,2.64,0.2304,0.76,0.48,0.48,1.3393,0.2736,10.1457
522,707,1181,1211,3301,2927,2268,375,306.4,12805.9189,3.108,0,512,426.84,19606.7734,3.2189,0,657,765.68,34773.5742,3.108,0,845,725.36,64701.7461,3.2189,0,1131,3414.8799,85469.8594,3.2189,0,1089,2344.3201,89372.0469,3.2189,0,1308,1469.36,121940.1406,3.2189,0,0.12,0.1056,0.88,0.24,0.24,0.8605,0.552,2.8512,0.24,0.1824,0.84,0.32,0.32,1.1554,0.3824,18.6913,1.16,0.1344,0.84,0.32,0.32,0.9907,0.4656,12.8956,1,0.32,0.72,0.56,0.56,1.5669,0.248,7.3717,6.24,0.5024,0.716,1.24,0.68,1.6424,0.3056,-0.1954,4.04,0.4384,0.64,0.72,0.72,1.8441,0.168,0.7167,2.36,0.4704,0.644,1,0.76,2.1478,0.1424,-3.8928
877,1063,1806,1978,3063,4081,3898,604,503.16,23226.6113,3.1634,0,688,643.88,28623.4629,3.1634,0,1045,1112.36,60908.7109,3.1634,0,1345,1144.4399,113365.3594,3.2189,0,1930,2830.3201,195039.5781,3.2189,0,3165,2468.48,404457.875,3.2189,0,3318,1745.72,402449,3.2189,0,0.48,0.2496,0.78,0.44,0.44,1.2788,0.3024,26.6114,0.76,0.2624,0.74,0.52,0.52,1.5344,0.248,5.0347,1.68,0.2976,0.72,0.56,0.56,1.5797,0.2288,3.9507,1.76,0.4224,0.668,0.76,0.68,1.6787,0.2256,1.4093,5.08,0.7936,0.568,1.92,1.04,2.1998,0.152,-2.7179,4.28,1.7216,0.4504,3.2,1.44,2.657,0.0784,-9.8969,2.96,1.5584,0.3967,3.68,1.6,2.5116,0.0912,-6.1276
679,776,1294,1569,2325,2473,1543,963,668.8,68107.4375,3.2189,0,1089,800.64,83277.5,3.2189,0,1542,1322.84,153353.5781,3.2189,0,2134,1546.6,341086.9375,3.2189,0,2874,2369.8,690630.625,3.2189,0,3665,2392.6399,1296868.75,3.2189,0,2808,1633.64,769713.875,3.2189,0,0.8,0.48,0.8,0.4,0.4,1.814,0.184,3.6738,1.04,0.3584,0.86,0.28,0.28,1.5961,0.28,7.2368,2.36,0.5504,0.72,0.56,0.56,2.0342,0.1456,-0.607,2.48,1.4496,0.608,0.88,0.8,2.5252,0.088,-5.0838,4.08,2.7136,0.516,2.12,1.16,2.7198,0.0752,-11.284,4.2,5.36,0.4104,3.76,1.6,3.0316,0.0528,-13.8199,2.76,2.9824,0.504,1.76,1.12,2.6434,0.0816,-6.1219
268,331,622,566,3112,1802,948,209,191.72,2210.2815,3.0525,0,230,248.4,2571.7598,3.1634,0,318,534.6,4252.3999,3.1634,0,438,409.04,9617.3184,3.1634,0,1005,3093.8,78835.2813,3.2189,0,715,1718.5601,23781.5273,3.2189,0,571,856.36,13447.1094,3.1634,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,677.0834,0.16,0.1344,0.82,0.36,0.36,0.9007,0.4752,-3.2327,5.56,0.4064,0.788,0.52,0.44,1.6313,0.232,0.4682,2.92,0.1536,0.836,0.52,0.36,1.0269,0.536,2.9692,1.08,0.0736,0.88,0.24,0.24,0.7038,0.6096,29.1188
566,733,1229,1371,1530,916,766,486,615.68,18553.5781,3.1634,0,618,801.4,29405.2813,3.2189,0,876,1328.52,75048.7266,3.1634,0,1090,1468.76,95163.1406,3.1634,0,1812,2075.48,305280.8125,3.2189,0,2256,1652,485671.3438,3.2189,0,2149,1368.2,439381,3.2189,0,0.76,0.1824,0.82,0.36,0.36,1.1419,0.3856,105.8119,1,0.16,0.9,0.2,0.2,0.7114,0.6544,21.1108,2.32,0.5376,0.716,0.76,0.6,1.8043,0.1808,4.0015,2.32,0.5376,0.696,0.8,0.64,1.8321,0.1776,4.1288,3.56,1.3664,0.464,2.8,1.36,2.4697,0.0912,-6.5548,2.64,1.7504,0.3367,4.28,1.8,2.6989,0.072,-11.7419,2.24,1.7024,0.4247,3.72,1.56,2.5779,0.0944,-8.3893
