389	488	836	932	3194	2543	1738	32633	9360.5996	213060992	2.674	0	32560	9417.2002	212033328	2.6186	0	32285	9643.1201	207953504	2.5077	0	32425	9628.6797	208227936	2.5631	0	29843	11454.7598	176650272	2.6186	0	31243	10682.5996	189758624	2.674	0	32098	10086.9199	200137424	2.674	0	17.64	800.1504	0.8001	793.8	12.6	0.7605	0.5648	-0.0006	17.68	798.7776	0.7601	793.8799	12.68	1.0671	0.4592	-0.0013	18.28	777.8017	0.7601	768.88	12.48	1.0116	0.4624	-0.0007	18.12	783.4656	0.6001	774.2	12.84	1.8043	0.1808	-0.002	21.76	661.5424	0.6401	668.52	11.88	1.5669	0.248	-0.0024	20.32	708.6976	0.5961	696.8799	12.24	2.166	0.136	-0.0065	19.16	747.8145	0.5361	735.24	12.68	2.3588	0.0976	-0.0044	6
203	279	564	505	3407	1933	1158	176	173.72	1948.2014	3.108	0	188	239.56	2392.2466	3.1634	0	254	520.28	4578.2012	3.2189	0	403	436.68	10165.3379	3.1634	0	1118	3214.4399	75919.9297	3.2189	0	1301	1606.52	124528.0078	3.2189	0	913	794.76	66272.3438	3.2189	0	0	0	1	0	0	0	1	#NAME?	0	0	1	0	0	0	1	#NAME?	0.52	0.2496	0.78	0.44	0.44	1.3715	0.2576	58.2916	0.24	0.1824	0.82	0.36	0.36	1.1419	0.3856	10.7713	5.68	0.2976	0.728	0.64	0.56	1.5549	0.2384	0.8296	2.8	0.48	0.636	0.92	0.76	1.926	0.1616	0.3487	1.28	0.2816	0.72	0.56	0.56	1.4394	0.2608	16.8994	6
370	459	789	905	2724	2419	1810	186	316.64	1761.8304	3.108	0	213	411	2227.4399	3.1634	0	261	765.16	3597.0139	3.1634	0	428	783.04	9289.4785	3.1634	0	1185	2939.6001	93057.6797	3.2189	0	1427	2078.0801	150238.2344	3.2189	0	1234	1279.5601	113263.2109	3.087	0	0	0	1	0	0	0	1	#NAME?	0	0	0.98	0.04	0.04	0.1679	0.9232	#NAME?	1	0	1	0	0	0	1	677.0834	1	0	0.98	0.04	0.04	0.1679	0.9232	80.6123	5.28	0.5216	0.708	0.68	0.6	1.7201	0.2064	0.9349	3.6	0.64	0.716	0.76	0.6	1.6987	0.2384	0.5885	2.24	0.4224	0.728	0.64	0.56	1.6766	0.2	3.9265	6
364	467	829	890	2727	2330	1645	127	320.08	1905.1934	3.2189	0	138	422.08	2206.2336	3.108	0	170	792.92	2609.2737	3.0525	0	295	787.64	10082.6299	3.108	0	1665	2570.8	199721.5156	3.2189	0	1982	1834	331228.5313	3.1634	0	1692	1207.96	215044.4219	3.2189	0	0	0	1	0	0	0	1	#NAME?	0	0	0.98	0.04	0.04	0.1679	0.9232	#NAME?	1	0	1	0	0	0	1	677.0834	1	0	1	0	0	0	1	677.0834	4.48	1.0496	0.756	0.68	0.52	1.8865	0.232	-0.683	3.2	1.44	0.76	0.48	0.48	2.3413	0.1264	-4.8057	2.08	0.8736	0.768	0.56	0.48	2.154	0.1456	-2.4486	6
197	273	585	489	3719	2123	1169	245	297.12	4096.4258	3.1634	0	287	383.36	5449.8306	3.108	0	384	718.2	8918.4805	2.9971	0	551	713.4	20804.3223	3.2189	0	1012	3404.5601	77006.0078	3.2189	0	641	2341.52	26972.6484	3.2189	0	678	1444.64	34120.9492	3.1634	0	0	0	1	0	0	0	1	#NAME?	0.04	0.0384	0.94	0.12	0.12	0.4433	0.7824	-3.2327	1	0	0.98	0.04	0.04	0.1679	0.9232	80.6123	0.88	0.1056	0.88	0.24	0.24	0.7938	0.6	38.9967	6.2	0.4	0.62	0.76	0.76	1.62	0.2192	0.8116	4.16	0.1344	0.86	0.28	0.28	0.9387	0.504	2.624	2.56	0.2464	0.7	0.6	0.6	1.3568	0.264	9.5489	6
501	616	998	1157	3347	2921	2039	334	282.92	7794.6323	3.1634	0	390	368.16	9450.374	3.108	0	462	699.92	13411.5137	3.1634	0	744	671.8	38787.6016	3.1634	0	964	3479.72	48725.8828	3.1634	0	1402	2252.96	134965.1719	3.2189	0	1274	1317.3199	120673.4922	3.2189	0	0	0	1	0	0	0	1	#NAME?	0.12	0.1056	0.86	0.28	0.28	0.915	0.5104	2.8512	1	0	1	0	0	0	1	677.0834	0.96	0.2784	0.78	0.44	0.44	1.2555	0.3696	17.8935	6.28	0.2816	0.728	0.64	0.56	1.5487	0.2544	0.7497	4.08	0.4736	0.688	0.72	0.64	1.7834	0.184	1.1432	2.28	0.5216	0.632	1.12	0.8	2.0579	0.152	-2.3647	6
645	886	1316	1443	2642	3185	3089	539	384.44	22868.0859	3.1634	0	638	499.68	34641.3359	3.2189	0	774	907.32	49412.1367	3.2189	0	1180	874.76	109069.1328	3.2189	0	1710	3108.0801	186626.2344	3.2189	0	3267	2439.0801	535792.1875	3.2189	0	3370	1662.88	780998.25	3.2189	0	0.2	0.16	0.84	0.32	0.32	1.0008	0.4624	2.8512	0.28	0.2016	0.8	0.4	0.4	1.0892	0.3984	2.8512	1.2	0.16	0.84	0.32	0.32	1.0008	0.4624	12.8956	1.32	0.3776	0.772	0.84	0.52	1.2959	0.3952	2.332	5.56	0.8864	0.5	1.96	1.16	2.1653	0.1584	-2.6325	4.44	2.1664	0.3822	5.88	1.96	2.7334	0.072	-10.1886	2.92	3.3536	0.4159	8.12	2.12	2.678	0.0816	-4.3187	6
287	415	632	681	1718	1216	814	411	292.76	19581.7012	3.2189	0	472	377.84	24309.2539	3.1634	0	713	663.76	58297.4609	3.2189	0	909	689.24	99144.9766	3.1634	0	3202	2127.9199	1017155.063	3.2189	0	2836	1529.3199	918217.5625	3.2189	0	1883	1000.28	411340.2813	3.2189	0	0.12	0.1056	0.88	0.24	0.24	0.7174	0.6064	-3.2327	0.32	0.2176	0.9	0.2	0.2	1.0849	0.4208	34.5314	0.76	0.4224	0.76	0.48	0.48	1.6906	0.2032	11.7476	0.84	0.6144	0.76	0.48	0.48	1.8943	0.1584	4.8615	3.64	4.0704	0.4664	2.88	1.36	2.6989	0.0784	-9.3021	2.56	3.2064	0.544	2.16	1.12	2.6225	0.0784	-4.6098	1.68	1.7376	0.6	1.76	0.96	2.5116	0.0912	-6.87	6
232	273	594	493	3455	2064	1139	258	198.04	3944.0381	3.1634	0	287	254.52	4801.8496	3.1634	0	319	541.6	7106.7197	3.2189	0	534	423.4	16930.0781	3.1634	0	845	3458	46518.7969	3.2189	0	1066	1909.04	91703.2344	3.2189	0	902	959.08	63090.3047	3.1634	0	0	0	1	0	0	0	1	#NAME?	0	0	0.98	0.04	0.04	0.1679	0.9232	#NAME?	0.52	0.2496	0.78	0.44	0.44	1.2788	0.3024	74.1317	0.2	0.16	0.84	0.32	0.32	1.1184	0.376	26.6114	6.2	0.32	0.716	0.76	0.6	1.7178	0.216	0.5167	3.48	0.3296	0.64	1.2	0.8	1.926	0.1616	0.1183	1.6	0.4	0.676	0.84	0.68	1.926	0.1616	-0.1883	6
554	708	1186	1312	1240	915	783	495	542.44	13688.0068	3.108	0	599	691.4	20085.7578	3.2189	0	830	1153.12	45210.8281	3.2189	0	1126	1285.48	70650.8906	3.1634	0	1979	1971.5601	332663.4063	3.2189	0	2984	1598.08	618985.25	3.2189	0	2667	1291.4399	477608.75	3.2189	0	0.72	0.2016	0.82	0.36	0.36	1.2425	0.328	89.9718	0.88	0.1056	0.92	0.16	0.16	0.5296	0.7216	163.746	1.8	0.32	0.768	0.56	0.48	1.5351	0.2576	5.9662	1.96	0.2784	0.8	0.4	0.4	1.3455	0.36	7.0268	3.4	1.2	0.536	2.56	1.2	2.0024	0.1552	-0.4605	2.72	2.2016	0.3942	4.8	1.76	2.8652	0.0624	-13.2683	2.24	1.5424	0.4807	3.32	1.4	2.8098	0.0656	-13.9225	6
816	927	1435	1893	3296	3417	2768	679	683.36	28693.0313	3.1634	0	690	805.6	29591.3594	3.2189	0	924	1292.92	51780.6328	3.2189	0	1536	1595.08	146347.9063	3.2189	0	1253	3163.28	189171.9531	3.2189	0	1792	3063.6799	274022.9375	3.2189	0	1937	2259.6001	305754.8438	3.2189	0	0.88	0.1056	0.94	0.12	0.12	0.3669	0.7888	321.9836	0.96	0.1984	0.868	0.36	0.28	0.8702	0.5936	12.3391	2.04	0.2784	0.816	0.56	0.4	1.015	0.4976	7.5221	2.56	0.6464	0.68	1.12	0.72	1.9124	0.184	-0.1235	5.6	0.96	0.616	0.96	0.8	1.9571	0.1552	0.4098	5.68	1.0976	0.544	2.16	1.12	2.3215	0.1136	-2.3411	4.12	0.9856	0.5544	2.32	1.12	2.158	0.1392	-1.874	6
244	371	605	610	2769	2343	1824	368	264.96	7246.0381	3.1634	0	380	360.68	9415.0977	3.1634	0	551	648.48	14397.6074	3.1634	0	837	655.68	37694.457	3.2189	0	920	2667.0801	45671.5938	3.2189	0	1858	1966.24	263353.7813	3.2189	0	1944	1418.52	283147.6875	3.1634	0	0.04	0.0384	0.94	0.12	0.12	0.4433	0.7824	-3.2327	0.12	0.1056	0.92	0.16	0.16	0.7938	0.6	10.7713	1	0.08	0.92	0.16	0.16	0.606	0.7152	22.0367	0.76	0.2624	0.74	0.52	0.52	1.4701	0.2832	10.9085	4.72	0.3616	0.636	0.92	0.76	1.843	0.184	0.2426	3.4	1.12	0.6	1.76	0.96	2.4352	0.0976	-4.4002	2.44	1.2064	0.608	1.84	0.96	2.567	0.088	-7.1252	6
421	515	955	927	2783	2026	1225	284	293.96	5566.5176	3.2189	0	340	370.16	7271.3345	3.087	0	510	733.44	15120.5664	3.2189	0	606	659.84	25257.332	3.2189	0	1492	2875.76	173072.25	3.1634	0	1676	1737.72	228833.5469	3.2189	0	1164	976.44	108547.2813	3.2189	0	0	0	1	0	0	0	1	#NAME?	0.12	0.1056	0.92	0.16	0.16	0.5296	0.7216	-3.2327	0.96	0.0384	0.96	0.08	0.08	0.4433	0.7824	319.0428	0.76	0.1824	0.8	0.4	0.4	1.0972	0.3952	105.8119	5.12	0.7456	0.632	1.12	0.8	2.317	0.104	-1.7089	3.08	0.9536	0.704	0.88	0.64	2.3107	0.1136	-4.9021	1.6	0.48	0.828	0.44	0.36	1.3506	0.312	5.9528	6
369	470	841	849	3348	2631	1717	642	496.76	41743.2188	3.1634	0	710	603.88	47962.6602	3.2189	0	960	1063.6801	94317.25	3.2189	0	1400	1125.8	197381.6094	3.2189	0	1720	3542.8401	169437.1563	3.2189	0	1926	2836.76	406961.0938	3.2189	0	1613	1831.12	268713.7188	3.2189	0	0.28	0.2016	0.9	0.2	0.2	0.7605	0.5648	25.8049	0.52	0.4096	0.8	0.4	0.4	1.2293	0.3632	7.2742	1.48	0.4896	0.816	0.56	0.4	1.1672	0.4464	1.3774	1.68	1.0176	0.788	1	0.52	1.2571	0.4368	-0.3289	6.44	0.7264	0.624	1.52	0.88	1.6906	0.216	0.859	5.12	1.3856	0.68	1.12	0.72	1.5312	0.2704	0.3119	3.2	1.36	0.62	1.24	0.84	1.8519	0.1968	-0.9522	6
446	530	987	1049	3478	2501	1635	409	465.6	12928.959	3.2189	0	528	592.92	17923.9141	3.2189	0	628	1026.48	29494.332	3.2189	0	922	1095.36	65393.1016	3.2189	0	1038	3237.6799	99681.8906	3.2189	0	1999	2676.2	271682.4688	3.2189	0	1821	1874.36	233430.3906	3.2189	0	0.32	0.2176	0.8	0.4	0.4	1.1778	0.36	10.7713	0.72	0.2016	0.88	0.24	0.24	1.1419	0.3856	105.8119	1.56	0.2464	0.8	0.4	0.4	1.3319	0.2736	21.4245	1.72	0.3616	0.808	0.48	0.4	1.6058	0.2448	2.0273	5.92	0.4736	0.748	0.6	0.52	1.7206	0.2128	0.5314	4.96	1.2384	0.548	1.96	1.08	2.1897	0.136	-1.4752	3.4	1.12	0.52	1.44	1.04	2.1688	0.1392	-2.2535	6
