244,307,622,611,3424,1930,950,32607,9408.04,212212736,2.674,0,32568,9453.4004,211390176,2.674,0,32274,9687.5596,207167488,2.674,0,32353,9647,207898096,2.674,0,30261,11435.1602,177054816,2.674,0,31473,10421.7598,194235808,2.674,0,32112,9832.2002,204580112,2.674,0,17.8,794.64,0.6201,794.16,12.96,1.6409,0.216,-0.0016,18.52,769.5295,0.6201,769.16,12.76,1.6409,0.216,-0.0015,18.52,769.5295,0.6601,769.08,12.68,1.53,0.2288,-0.0011,18.16,782.0544,0.6401,779.12,12.8,1.8524,0.1968,-0.0025,21.76,661.9424,0.4881,660.2,12.2,2.567,0.0816,-0.0139,19.8,726.08,0.4881,715.96,12.6,2.137,0.136,-0.0043,18.68,764.0576,0.6401,759.28,12.64,1.8457,0.1744,-0.0022
268,345,655,653,3276,2084,1123,241,242.96,3902.7583,3.108,0,239,320.8,4097.52,3.1634,0,344,645.76,9373.3018,3.2189,0,481,578.84,15700.1338,3.108,0,1515,3184.9199,126977.8281,3.2189,0,1113,1874.6801,90373.7344,3.2189,0,747,966.8,35415.5156,3.2189,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,677.0834,1,0,1,0,0,0,1,677.0834,0.64,0.2304,0.78,0.44,0.44,1.3241,0.2832,74.1317,5.76,0.6624,0.672,1.04,0.72,2.0889,0.1648,-1.393,3.4,0.4,0.776,0.64,0.48,1.6697,0.2192,2.0651,1.6,0.24,0.76,0.48,0.48,1.3648,0.2608,23.5567
469,618,1097,1140,2884,2122,1370,344,406.96,4553.958,3.1634,0,414,524.4,6807.7598,3.1634,0,555,962.6,14809.998,3.2189,0,800,993.88,24693.2227,3.1634,0,2112,2772.72,240688.7656,3.2189,0,1794,1693.6,275607.0625,3.2189,0,1199,1021.2,134378.3125,3.2189,0,0.04,0.0384,0.98,0.04,0.04,0.1679,0.9232,0,1.08,0.0736,0.92,0.16,0.16,0.5506,0.7184,27.1161,1.84,0.1344,0.84,0.32,0.32,0.8487,0.5136,36.8135,1.44,0.2464,0.68,0.64,0.64,1.2827,0.2928,17.5865,4.96,0.9184,0.608,1.36,0.88,2.0788,0.1488,-0.7838,3,1.12,0.6,1.28,0.88,2.0924,0.1456,-1.2855,1.8,0.56,0.708,0.68,0.6,1.7325,0.2032,2.0816
337,436,788,825,2800,2217,1562,348,339.68,9439.0957,3.1634,0,396,443.12,11822.9844,3.1634,0,499,827.64,17706.3906,3.2189,0,802,831.92,50420.4688,3.1634,0,2018,2518.72,288914.6875,3.2189,0,2330,1863.4,407612.2813,3.2189,0,1683,1224.52,259478.9688,3.2189,0,0.08,0.0736,0.92,0.16,0.16,0.5506,0.7184,-3.2327,1.08,0.0736,0.94,0.12,0.12,0.606,0.7152,10.7634,1.36,0.2304,0.9,0.2,0.2,1.0509,0.3632,36.8335,1.08,0.3136,0.88,0.24,0.24,1.3759,0.3344,18.729,4.48,1.1296,0.784,0.72,0.48,1.7742,0.296,-1.5641,3.32,1.8976,0.708,0.68,0.6,2.588,0.0848,-7.8574,2.04,0.8384,0.8,0.4,0.4,2.0397,0.1584,-1.7421
221,300,603,541,3519,2091,1108,284,312.32,4742.2974,3.1634,0,357,401.12,6753.626,3.108,0,429,752.12,10460.1855,3.0525,0,642,748.44,24374.5645,3.108,0,1256,3318.52,90021.9375,3.1634,0,781,2265.3601,37332.6289,3.2189,0,834,1353.08,40753.5938,3.1634,0,0,0,0.96,0.08,0.08,0.2788,0.8528,0,1,0,0.96,0.08,0.08,0.2788,0.8528,83.7711,1.12,0.1056,0.82,0.36,0.36,1.0201,0.424,14.6014,0.96,0.1184,0.86,0.28,0.28,1.015,0.4976,13.7564,5.96,0.4384,0.684,0.92,0.68,1.978,0.1712,-0.1775,4.04,0.1984,0.736,0.72,0.56,1.617,0.2832,0.4052,2.36,0.2304,0.688,0.72,0.64,1.5231,0.248,5.0013
395,471,849,925,3288,2936,1873,281,285,7791.04,3.1634,0,336,368.6,9668.7998,3.2189,0,465,711.84,14985.9736,3.1634,0,636,677.28,39546.6016,3.2189,0,1060,3262,58338.0781,3.1634,0,1404,2103.3999,176637.6094,3.1634,0,1324,1170.24,141006.0313,3.2189,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,677.0834,1.12,0.1056,0.86,0.28,0.28,0.9589,0.4752,13.7485,0.84,0.2944,0.808,0.48,0.4,1.3637,0.3664,4.1108,5.92,0.3136,0.724,0.84,0.6,1.638,0.28,0.2595,3.68,0.6176,0.612,1.16,0.84,2.1789,0.1232,-1.4429,2,0.64,0.664,0.96,0.72,2.1133,0.1424,-2.9906
776,936,1513,1747,3139,4133,3625,618,704.16,37715.9688,3.2189,0,950,876.92,67406.4609,3.1634,0,1180,1478.36,131437.0938,3.2189,0,1512,1598.28,203635.625,3.2189,0,1490,3268.1201,142924.9063,3.2189,0,2207,3046.48,308573.375,3.2189,0,3008,2159.6799,544420.25,3.2189,0,0.76,0.1824,0.82,0.36,0.36,1.0504,0.4272,113.732,1.92,0.3136,0.768,0.56,0.48,1.5105,0.3152,4.3231,2.72,0.4416,0.676,0.84,0.68,1.8943,0.1584,1.8394,2.6,0.96,0.592,1.68,0.96,2.4216,0.1008,-7.7662,6.04,0.7584,0.54,2.36,1.16,2.154,0.1456,-1.3209,5.68,1.3376,0.4344,3.52,1.52,2.5433,0.0944,-7.4301,3.96,2.1984,0.4441,4.84,1.64,2.5461,0.104,-7.6471
705,918,1602,1618,2242,2262,1584,874,626.6,57091.5156,3.108,0,1039,813.76,64708.5078,3.1634,0,1488,1403.4,114468,3.1634,0,1954,1442.28,284772.0625,3.1634,0,3052,2270.3601,726650.25,3.2189,0,3448,2109.1599,1021287.5,3.2189,0,2680,1482.84,575150.8125,3.2189,0,0.72,0.2816,0.8,0.4,0.4,1.5222,0.2576,6.7129,1.92,0.3136,0.82,0.36,0.36,1.5616,0.2864,2.3604,2.48,0.4896,0.78,0.44,0.44,1.8876,0.1744,0.9195,2.32,1.3376,0.592,1.2,0.88,2.3724,0.1008,-3.1066,4.04,2.9184,0.5111,3.44,1.36,2.5806,0.0848,-4.1662,3.8,4.32,0.4784,3.24,1.4,2.8998,0.0624,-10.9322,2.64,2.3904,0.552,1.76,1.04,2.588,0.0848,-6.5475
284,412,776,607,4190,2118,1217,247,268.36,4432.3101,3.108,0,271,332.56,6266.166,3.1634,0,302,682.68,9257.0986,3.1634,0,517,571.32,19371.334,3.2189,0,1871,3462.6399,164896.3125,3.1634,0,1363,1871.12,89490.4141,3.2189,0,773,934.24,35728.8984,3.2189,0,0,0,0.98,0.04,0.04,0.1679,0.9232,0,1,0,0.98,0.04,0.04,0.1679,0.9232,80.6123,1,0,0.92,0.16,0.16,0.4397,0.7312,90.0886,0.56,0.2464,0.768,0.56,0.48,1.3553,0.3024,26.0942,6.44,0.7264,0.696,1.28,0.72,2.2095,0.1424,-1.8912,3.36,0.4704,0.668,1.24,0.76,2.0024,0.1424,0.8058,1.44,0.2464,0.704,0.88,0.64,1.5231,0.2352,9.4603
606,789,1276,1432,1176,686,618,676,602.48,21622.8086,3.2189,0,762,777.08,29548.2363,3.2189,0,1185,1266.8,68347.8281,3.2189,0,1548,1422.96,113143.6406,3.2189,0,2341,1970.04,506452.125,3.2189,0,2766,1601.12,630277.3125,3.2189,0,2149,1218.36,421047.7188,3.2189,0,0.72,0.2016,0.82,0.36,0.36,1.2096,0.3504,97.8919,1.92,0.1536,0.84,0.32,0.32,1.1672,0.4464,6.5874,2.16,0.3744,0.728,0.64,0.56,1.7123,0.2352,1.0207,2.16,0.4544,0.648,0.8,0.72,1.7461,0.2,1.4577,3.48,2.0896,0.4031,4.52,1.72,2.678,0.0752,-12.1918,2.8,2.56,0.3358,5.36,1.92,2.8098,0.0656,-11.4936,2.08,1.5936,0.4527,3.28,1.44,2.4879,0.0976,-5.8485
